Symbol,Market Cap,Sector,Industry
KW,997797131,Finance,Real Estate
KWE,2439143,Technology,Computer Software: Prepackaged Software
KWESW,285124,Technology,Computer Software: Prepackaged Software
KWR,1965441358,Industrials,Major Chemicals
KXIN,9091260,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KYMR,1555412057,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,1534202343,Finance,Finance/Investors Services
KYTX,83836941,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KZIA,968020,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,29953780,Health Care,Biotechnology: Pharmaceutical Preparations
L,18376316029,Finance,Property-Casualty Insurers
LAB,439624180,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,593759680,Basic Materials,Metal Mining
LAD,7984599098,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,1334618051,Real Estate,Real Estate Investment Trusts
LAES,279038766,Technology,Semiconductors
LAKE,135892833,Health Care,Industrial Specialties
LAMR,11640491869,Real Estate,Real Estate Investment Trusts
LANC,4997700720,Consumer Staples,Packaged Foods
LAND,338326552,Real Estate,Real Estate Investment Trusts
LANDM,892310048,Real Estate,Real Estate Investment Trusts
LANDO,689317735,Real Estate,Real Estate Investment Trusts
LANDP,686784809,Real Estate,Real Estate Investment Trusts
LANV,327748482,Consumer Discretionary,Apparel
LAR,327439000,Basic Materials,Metal Mining
LARK,162770591,Finance,Major Banks
LASE,36517523,Miscellaneous,Industrial Machinery/Components
LASR,374106385,Technology,Semiconductors
LAUR,2949351607,Real Estate,Other Consumer Services
LAW,227645588,Technology,Computer Software: Prepackaged Software
LAZ,4334728538,Finance,Investment Managers
LAZR,205587605,Consumer Discretionary,Auto Parts:O.E.M.
LB,5197740110,Energy,Oil & Gas Production
LBGJ,22779600,,
LBRDA,11243353842,Telecommunications,Cable & Other Pay Television Services
LBRDK,11429620695,Telecommunications,Cable & Other Pay Television Services
LBRDP,3494652736,Telecommunications,Cable & Other Pay Television Services
LBRT,1888031590,Energy,Oilfield Services/Equipment
LBTYA,3710749614,Telecommunications,Cable & Other Pay Television Services
LBTYB,3836301293,Telecommunications,Cable & Other Pay Television Services
LBTYK,3836301293,Telecommunications,Cable & Other Pay Television Services
LC,1125902296,Finance,Finance: Consumer Services
LCFY,5086441,Technology,Computer Software: Programming Data Processing
LCFYW,8279288,Technology,Computer Software: Programming Data Processing
LCID,7730324620,Consumer Discretionary,Auto Manufacturing
LCII,2080600278,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,203874653,Finance,Major Banks
LCTX,94676518,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,92640834,Consumer Discretionary,Industrial Machinery/Components
LDI,380807518,Finance,Finance: Consumer Services
LDOS,18328016890,Technology,EDP Services
LDP,0,Finance,Finance Companies
LDTC,14618579,Technology,Computer Software: Prepackaged Software
LDTCW,1359165,Technology,Computer Software: Prepackaged Software
LDWY,6830652,Consumer Discretionary,Advertising
LE,285653200,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,4444929929,Consumer Discretionary,Auto Parts:O.E.M.
LECO,10355198287,Industrials,Industrial Machinery/Components
LEDS,15433119,Technology,Semiconductors
LEE,55470813,Consumer Discretionary,Newspapers/Magazines
LEG,1009155203,Consumer Discretionary,Home Furnishings
LEGH,574520109,Consumer Discretionary,Homebuilding
LEGN,5891464989,Health Care,Biotechnology: Pharmaceutical Preparations
LEGT,0,,
LEN,28663875490,Consumer Discretionary,Homebuilding
LENZ,562425487,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,363155679,Finance,Trusts Except Educational Religious and Charitable
LESL,114840959,Consumer Discretionary,Other Specialty Stores
LEU,1078835215,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,5902247637,Consumer Discretionary,Apparel
LEXX,24573632,Health Care,Biotechnology: Pharmaceutical Preparations
LEXXW,6318934,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,230667812,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,231835178,Health Care,Medical/Nursing Services
LFMDP,980841136,Health Care,Medical/Nursing Services
LFST,2657241550,Health Care,Medical/Nursing Services
LFT,127634470,Real Estate,Real Estate Investment Trusts
LFT^A,,,
LFUS,4117692057,Energy,Electrical Products
LFVN,192034599,Health Care,Biotechnology: Pharmaceutical Preparations
LFWD,15201302,Health Care,Industrial Specialties
LGCB,5943158,Consumer Discretionary,Catalog/Specialty Distribution
LGCL,26859865,Technology,Computer Software: Programming Data Processing
LGCY,86911510,Real Estate,Other Consumer Services
LGHL,1782932,Finance,Investment Bankers/Brokers/Service
LGHLW,3232,Finance,Investment Bankers/Brokers/Service
LGI,0,,
LGIH,1413417240,Consumer Discretionary,Homebuilding
LGL,35462163,Technology,Industrial Machinery/Components
LGMK,654353,Health Care,Industrial Specialties
LGND,1999572132,Health Care,Biotechnology: Pharmaceutical Preparations
LGO,89755400,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LGPS,108442974,Consumer Discretionary,Homebuilding
LGVN,20451227,Health Care,Biotechnology: Pharmaceutical Preparations
LH,19291176000,Health Care,Medical Specialities
LHSW,168480000,Technology,Computer Software: Prepackaged Software
LHX,40365071390,Industrials,Industrial Machinery/Components
LI,22135908888,Consumer Discretionary,Auto Manufacturing
LICN,2240225,Consumer Discretionary,Professional Services
LIDR,10836270,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,1048490,Consumer Discretionary,Auto Parts:O.E.M.
LIEN,246688373,Finance,Finance: Consumer Services
LIF,2765074405,,
LII,19966240047,Industrials,Industrial Machinery/Components
LILA,1082950000,Telecommunications,Cable & Other Pay Television Services
LILAK,1073105000,Telecommunications,Cable & Other Pay Television Services
LIN,2.10904E+11,Industrials,Major Chemicals
LINC,535498079,Real Estate,Other Consumer Services
LIND,481452022,Consumer Discretionary,Transportation Services
LINE,12486960798,Real Estate,Real Estate Investment Trusts
LINK,56817873,Technology,Computer peripheral equipment
LION,1963032323,Consumer Discretionary,Movies/Entertainment
LIPO,5760313,Health Care,Biotechnology: Pharmaceutical Preparations
LIQT,15369638,Technology,Industrial Machinery/Components
LITB,216365723,Consumer Discretionary,Catalog/Specialty Distribution
LITE,4138852000,Telecommunications,Telecommunications Equipment
LITM,11751902,Basic Materials,Other Metals and Minerals
LIVE,25131027,Consumer Discretionary,Other Specialty Stores
LIVN,1941445046,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIXT,3194048,Health Care,Biotechnology: Pharmaceutical Preparations
LIXTW,104142,Health Care,Biotechnology: Pharmaceutical Preparations
LKFN,1421167436,Finance,Major Banks
LKQ,10783430562,Consumer Discretionary,Motor Vehicles
LLY,7.14645E+11,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,6315408982,Industrials,Broadcasting
LLYVK,6423772841,Industrials,Broadcasting
LMAT,1892669141,Health Care,Medical/Dental Instruments
LMB,880908677,Consumer Discretionary,Engineering & Construction
LMFA,5980425,Finance,Finance: Consumer Services
LMND,2171494786,Finance,Property-Casualty Insurers
LMNR,301264096,Consumer Staples,Farming/Seeds/Milling
LMT,1.08805E+11,Industrials,Military/Government/Technical
LNC,5625030164,Finance,Life Insurance
LNC^D,,,
LND,390197087,Consumer Staples,Farming/Seeds/Milling
LNG,48721048459,Utilities,Oil/Gas Transmission
LNKB,252297059,Finance,Major Banks
LNKS,6725000,Technology,Electrical Products
LNN,1372316944,Industrials,Industrial Machinery/Components
LNSR,160690776,Health Care,Medical/Dental Instruments
LNT,15509353660,Utilities,Power Generation
LNTH,6858613752,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,7079966691,Technology,EDP Services
LNZA,46617230,Industrials,Major Chemicals
LNZAW,6586142,Industrials,Major Chemicals
LOAN,57650801,Real Estate,Real Estate Investment Trusts
LOAR,7995301828,Industrials,Military/Government/Technical
LOB,1171484223,Finance,Major Banks
LOBO,4123400,Consumer Discretionary,Motor Vehicles
LOCL,39877301,Consumer Staples,Farming/Seeds/Milling
LOCO,294198805,Consumer Discretionary,Restaurants
LODE,47507368,Industrials,Major Chemicals
LOGC,181827107,Consumer Discretionary,Catalog/Specialty Distribution
LOGI,11070608910,Technology,Computer peripheral equipment
LOKVU,0,Finance,Blank Checks
LOMA,1133124277,Industrials,Building Materials
LOOP,49829843,Industrials,Major Chemicals
LOPE,5000133769,Real Estate,Other Consumer Services
LOT,3112738061,,
LOVE,245845396,Consumer Discretionary,Other Specialty Stores
LOW,1.24926E+11,Consumer Discretionary,RETAIL: Building Materials
LPA,229597357,Finance,Real Estate
LPAA,0,,
LPAAU,0,Finance,Blank Checks
LPAAW,0,Finance,Blank Checks
LPBB,0,,
LPBBU,0,Finance,Blank Checks
LPBBW,0,,
LPCN,16372089,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,806008340,Consumer Discretionary,Marine Transportation
LPL,2670000000,Technology,Industrial Machinery/Components
LPLA,23780340795,Finance,Investment Bankers/Brokers/Service
LPRO,107073933,Finance,Finance: Consumer Services
LPSN,67572337,Technology,Computer Software: Prepackaged Software
LPTH,74297421,Technology,Semiconductors
LPTX,12418538,Health Care,Biotechnology: Pharmaceutical Preparations
LPX,6249987618,Basic Materials,Forest Products
LQDA,1089262317,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,947319680,Consumer Discretionary,Business Services
LRCX,91281204820,Technology,Industrial Machinery/Components
LRE,17621242,Consumer Discretionary,Homebuilding
LRFC,49877764,Finance,Finance: Consumer Services
LRHC,3757366,Finance,Real Estate
LRMR,120372437,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,5822185902,Real Estate,Other Consumer Services
LSAK,356060696,Finance,Investment Bankers/Brokers/Service
LSB,32914297,Health Care,Biotechnology: Pharmaceutical Preparations
LSBK,81123011,Finance,Savings Institutions
LSBPW,957854,Health Care,Biotechnology: Pharmaceutical Preparations
LSCC,6400853296,Technology,Semiconductors
LSE,88359750,Industrials,Metal Fabrications
LSEA,219071691,Consumer Discretionary,Homebuilding
LSEAW,2365102,Consumer Discretionary,Homebuilding
LSF,53557327,Consumer Staples,Packaged Foods
LSH,7687500,,
LSPD,1409791615,Technology,Computer Software: Prepackaged Software
LSTA,17317043,Health Care,Misc Health and Biotechnology Services
LSTR,4983451061,Industrials,Trucking Freight/Courier Services
LTBR,153495935,Consumer Discretionary,Professional Services
LTC,1538957756,Real Estate,Real Estate Investment Trusts
LTH,6442882211,Consumer Discretionary,Hotels/Resorts
LTM,8827815208,Consumer Discretionary,Air Freight/Delivery Services
LTRN,31707092,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,84173571,Telecommunications,Computer Communications Equipment
LTRY,8409094,Technology,Computer Software: Prepackaged Software
LTRYW,292499,Technology,Computer Software: Prepackaged Software
LU,2235931200,Finance,Finance: Consumer Services
LUCD,149743854,Health Care,Medical/Dental Instruments
LUCK,1292689698,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUCY,6008948,Health Care,Ophthalmic Goods
LUCYW,282053,Health Care,Ophthalmic Goods
LUD,94837500,,
LULU,31634333897,Consumer Discretionary,Apparel
LUMN,3811885552,Telecommunications,Telecommunications Equipment
LUNG,216094561,Health Care,Medical/Dental Instruments
LUNR,1494318047,Industrials,Industrial Machinery/Components
LUV,16920473948,Consumer Discretionary,Air Freight/Delivery Services
LVLU,18284768,Consumer Discretionary,Catalog/Specialty Distribution
LVO,66265322,Consumer Discretionary,Restaurants
LVRO,344577612,Consumer Discretionary,Other Specialty Stores
LVROW,10727966,Consumer Discretionary,Other Specialty Stores
LVS,24148476453,Consumer Discretionary,Hotels/Resorts
LVTX,29198877,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,494443625,Consumer Discretionary,Motor Vehicles
LW,7798048885,Consumer Staples,Packaged Foods
LWAY,356059904,Consumer Staples,Packaged Foods
LWLG,121804429,Industrials,Containers/Packaging
LX,1121295937,Finance,Finance: Consumer Services
LXEH,32760094,Real Estate,Other Consumer Services
LXEO,78344913,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,281594039,Industrials,Major Chemicals
LXP,2274148751,Real Estate,Real Estate Investment Trusts
LXP^C,,,
LXRX,177456568,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,390860725,Industrials,Major Chemicals
LYB,19351784112,Industrials,Major Chemicals
LYEL,130314022,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,4740217025,Consumer Discretionary,Business Services
LYG,54706854207,Finance,Commercial Banks
LYRA,6205949,Health Care,Medical/Dental Instruments
LYTS,495797349,Consumer Discretionary,Building Products
LYV,30750602303,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,1392869638,Technology,EDP Services
LZB,1608200591,Consumer Discretionary,Home Furnishings
LZM,275510231,Basic Materials,Metal Mining
LZMH,1360128000,Technology,EDP Services
M,3296508351,Consumer Discretionary,Department/Specialty Retail Stores
MA,4.69922E+11,Consumer Discretionary,Business Services
MAA,18452945657,Real Estate,Real Estate Investment Trusts
MAA^I,,,
MAC,3772303327,Real Estate,Real Estate Investment Trusts
MACI,0,,
MACIU,0,,
MACIW,0,,
MAG,1441054878,Basic Materials,Precious Metals
MAGN,573834000,Basic Materials,Paper
MAIA,44380971,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,4688166763,Finance,Finance/Investors Services
MAMA,258660480,Consumer Staples,Specialty Foods
MAMO,101789415,Consumer Discretionary,Industrial Specialties
MAN,2468616773,Consumer Discretionary,Professional Services
MANH,10162484719,Technology,Computer Software: Prepackaged Software
MANU,2265471736,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAPS,167467640,Technology,Computer Software: Prepackaged Software
MAPSW,2994352,Technology,Computer Software: Prepackaged Software
MAR,64344525600,Consumer Discretionary,Hotels/Resorts
MARA,4257005140,Technology,EDP Services
MARPS,7800000,Energy,Oil & Gas Production
MAS,13518187349,Industrials,Industrial Specialties
MASI,8878352699,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASK,35392000,,
MASS,141673272,Industrials,Industrial Machinery/Components
MAT,5236972000,Consumer Discretionary,Recreational Games/Products/Toys
MATH,56408855,Finance,Finance/Investors Services
MATV,284036738,Basic Materials,Paper
MATW,641671174,Telecommunications,Metal Fabrications
MATX,3544680192,Consumer Discretionary,Marine Transportation
MAV,0,Finance,Finance Companies
MAX,547636187,Consumer Discretionary,Business Services
MAXN,42088134,Technology,Semiconductors
MAYA,0,,
MAYAR,0,Finance,Blank Checks
MAYAU,0,Finance,Blank Checks
MAYS,72769658,Real Estate,Building operators
MAZE,349054574,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBAV,0,,
MBAVU,0,Finance,Blank Checks
MBAVW,0,Finance,Blank Checks
MBC,1558594644,Consumer Discretionary,Home Furnishings
MBCN,216417268,Finance,Major Banks
MBI,221723994,Finance,Property-Casualty Insurers
MBIN,1594235932,Finance,Major Banks
MBINL,1101797223,Finance,Major Banks
MBINM,1164154453,Finance,Major Banks
MBINN,888329169,Finance,Major Banks
MBIO,4495650,Health Care,Biotechnology: Pharmaceutical Preparations
MBLY,12289538862,Technology,Computer Software: Prepackaged Software
MBNKP,570926763,Finance,Commercial Banks
MBOT,57328385,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,10713178,Health Care,Biotechnology: Pharmaceutical Preparations
MBUU,556660925,Industrials,Marine Transportation
MBWM,667415101,Finance,Major Banks
MBX,213915974,Health Care,Biotechnology: Pharmaceutical Preparations
MC,4070078350,Finance,Investment Managers
MCB,587410791,Finance,Major Banks
MCBS,678000252,Finance,Major Banks
MCD,2.17168E+11,Consumer Discretionary,Restaurants
MCFT,280604576,Industrials,Marine Transportation
MCHP,24148071708,Technology,Semiconductors
MCHPP,25454971803,Technology,Semiconductors
MCHX,59888495,Consumer Discretionary,Business Services
MCI,424483013,Finance,Trusts Except Educational Religious and Charitable
MCK,84189246342,Health Care,Other Pharmaceuticals
MCN,0,,
MCO,78946200000,Finance,Finance: Consumer Services
MCR,266690783,Finance,Trusts Except Educational Religious and Charitable
MCRB,93456292,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,1426320502,Consumer Discretionary,Hotels/Resorts
MCRP,85050000,,
MCS,522274702,Consumer Discretionary,Movies/Entertainment
MCTR,103650000,,
MCVT,8939357,Finance,Finance Companies
MCW,2427163973,Consumer Discretionary,Automotive Aftermarket
MCY,2937812776,Finance,Property-Casualty Insurers
MD,1210197008,Health Care,Hospital/Nursing Management
MDAI,31646495,Health Care,Medical/Dental Instruments
MDAIW,6838175,Health Care,Medical/Dental Instruments
MDB,13910694178,Technology,Computer Software: Prepackaged Software
MDBH,50250692,Finance,Finance: Consumer Services
MDCX,44948055,,
MDCXW,9510627,,
MDGL,6932093232,Health Care,Biotechnology: Pharmaceutical Preparations
MDIA,50868862,Consumer Discretionary,Broadcasting
MDLZ,85618430804,Consumer Staples,Packaged Foods
MDRR,17148091,Real Estate,Real Estate Investment Trusts
MDT,1.09375E+11,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,3326511448,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,148401587,Real Estate,Real Estate Investment Trusts
MDV^A,,,
MDWD,182166092,Health Care, Medicinal Chemicals and Botanical Products 
MDXG,1055140961,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,69791241,Health Care,Medical Specialities
MEC,268724871,Industrials,Industrial Specialties
MED,143285573,Consumer Staples,Packaged Foods
MEDP,9218036823,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEG,437145196,Consumer Discretionary,Professional Services
MEGI,0,Finance,Investment Managers
MEGL,6431312,Finance,Finance: Consumer Services
MEI,212716864,Technology,Electrical Products
MEIP,12621450,Health Care,Biotechnology: Pharmaceutical Preparations
MELI,1.00414E+11,Consumer Discretionary,Business Services
MEOH,2041167133,Industrials,Major Chemicals
MER^K,,,
MERC,362439595,Basic Materials,Paper
MESA,46477374,Consumer Discretionary,Air Freight/Delivery Services
MESO,1265096794,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,51255596827,Finance,Life Insurance
MET^A,,,
MET^E,,,
MET^F,,,
META,1.48414E+12,Technology,Computer Software: Programming Data Processing
METC,427137651,Energy,Coal Mining
METCB,386637873,Energy,Coal Mining
METCL,1358632527,Energy,Coal Mining
METCZ,0,,
MFA,943219144,Real Estate,Real Estate Investment Trusts
MFA^B,,,
MFA^C,,,
MFAN,2525674306,Real Estate,Real Estate Investment Trusts
MFAO,2538940888,Real Estate,Real Estate Investment Trusts
MFC,51049762598,Finance,Life Insurance
MFG,60925559808,Finance,Major Banks
MFH,343632418,Finance,Finance: Consumer Services
MFI,8214708,Technology,EDP Services
MFIC,1097229253,Finance,Finance/Investors Services
MFICL,2378267850,Finance,Finance/Investors Services
MFIN,198193118,Finance,Finance: Consumer Services
MFM,211292547,Finance,Finance Companies
MG,295735389,Consumer Discretionary,Military/Government/Technical
MGA,9666975197,Consumer Discretionary,Auto Parts:O.E.M.
MGEE,3251343700,Energy,Electric Utilities: Central
MGF,100073997,Finance,Trusts Except Educational Religious and Charitable
MGIC,646637847,Technology,Computer Software: Prepackaged Software
MGIH,16427250,Consumer Discretionary,Publishing
MGLD,33292324,Finance,Finance: Consumer Services
MGM,8546529578,Consumer Discretionary,Hotels/Resorts
MGNI,1549592894,Technology,Computer Software: Programming Data Processing
MGNX,80124710,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,613011285,Consumer Staples,Beverages (Production/Distribution)
MGR,617908136,Finance,Investment Managers
MGRB,503805781,Finance,Investment Managers
MGRC,2632377948,Consumer Discretionary,Diversified Commercial Services
MGRD,456116848,Finance,Investment Managers
MGRE,695146653,Finance,Investment Managers
MGRM,87870716,Health Care,Medical/Dental Instruments
MGRX,9045393,Health Care,Misc Health and Biotechnology Services
MGTX,423451006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,56075208,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,4292862366,Energy,Oil & Gas Production
MGYR,88770808,Finance,Savings Institutions
MHD,1669114925,Finance,Investment Bankers/Brokers/Service
MHF,0,Finance,Finance/Investors Services
MHH,99348250,Consumer Discretionary,Professional Services
MHI,0,Finance,Investment Managers
MHK,6818878491,Consumer Discretionary,Home Furnishings
MHLA,1325145205,Finance,Property-Casualty Insurers
MHLD,91779676,Finance,Property-Casualty Insurers
MHN,1474236088,Finance,Investment Bankers/Brokers/Service
MHNC,1508367823,Finance,Property-Casualty Insurers
MHO,2993435390,Consumer Discretionary,Homebuilding
MHUA,7696558,Health Care,Medical/Dental Instruments
MI,6087007,Consumer Discretionary,Other Specialty Stores
MIDD,7697809895,Industrials,Industrial Machinery/Components
MIGI,8080715,Finance,Finance: Consumer Services
MIMI,84175000,,
MIN,307926026,Finance,Trusts Except Educational Religious and Charitable
MIND,40564353,Industrials,Industrial Machinery/Components
MIO,0,Finance,Investment Managers
MIR,3321324970,Industrials,Industrial Machinery/Components
MIRA,14207538,Health Care,Biotechnology: Pharmaceutical Preparations
MIRM,2032618459,Health Care,Biotechnology: Pharmaceutical Preparations
MIST,38590937,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,361044846,Technology,Computer peripheral equipment
MITN,730246284,Real Estate,Real Estate Investment Trusts
MITP,731131073,Real Estate,Real Estate Investment Trusts
MITQ,5839142,Consumer Discretionary,Industrial Machinery/Components
MITT,189519924,Real Estate,Real Estate Investment Trusts
MITT^A,,,
MITT^B,,,
MITT^C,,,
MIY,1666139675,Finance,Investment Bankers/Brokers/Service
MKC,20355397626,Consumer Staples,Packaged Foods
MKDW,50352941,Technology,Consumer Electronics/Appliances
MKDWW,1938861,Technology,Consumer Electronics/Appliances
MKFG,98755563,Technology,Computer peripheral equipment
MKL,22866095072,Finance,Property-Casualty Insurers
MKSI,4932039222,Industrials,Industrial Machinery/Components
MKTW,176099972,Technology,Computer Software: Prepackaged Software
MKTX,7658885372,Finance,Investment Bankers/Brokers/Service
MKZR,18776131,,
ML,975452500,Finance,Finance: Consumer Services
MLAB,635297330,Industrials,Industrial Machinery/Components
MLAC,0,Consumer Discretionary,Auto Manufacturing
MLACU,0,,
MLCO,2165863516,Consumer Discretionary,Hotels/Resorts
MLEC,0,Finance,Blank Checks
MLECW,0,Finance,Blank Checks
MLGO,182303497,Technology,EDP Services
MLI,8576616160,Industrials,Metal Fabrications
MLKN,1201146314,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,29366977938,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,1303411305,Technology,Computer Software: Prepackaged Software
MLP,333455622,Finance,Real Estate
MLR,478619977,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLSS,74184420,Health Care,Industrial Specialties
MLTX,2303153451,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,639391223,Health Care,Biotechnology: Pharmaceutical Preparations
MMA,8432831,Consumer Discretionary,Other Consumer Services
MMC,1.12744E+11,Finance,Specialty Insurers
MMD,0,Finance,Investment Managers
MMI,1228474826,Finance,Real Estate
MMLP,109354241,Energy,Oil Refining/Marketing
MMM,75093928000,Health Care,Medical/Dental Instruments
MMS,3842035016,Consumer Discretionary,Business Services
MMSI,5635763269,Health Care,Medical/Dental Instruments
MMT,264989957,Finance,Trusts Except Educational Religious and Charitable
MMU,0,Finance,Investment Managers
MMYT,10759781453,Consumer Discretionary,Transportation Services
MNDO,35233744,Technology,EDP Services
MNDR,6941457,Technology,Computer Software: Prepackaged Software
MNDY,12794880924,Technology,Computer Software: Prepackaged Software
MNKD,1423843403,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,420597729,Health Care, Medicinal Chemicals and Botanical Products 
MNOV,64471290,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,199392784,Health Care,Biotechnology: Pharmaceutical Preparations
MNR,1641299779,Energy,Oil & Gas Production
MNRO,464814424,Consumer Discretionary,Automotive Aftermarket
MNSB,125968128,Finance,Major Banks
MNSBP,176278098,Finance,Major Banks
MNSO,5042121839,Consumer Discretionary,Department/Specialty Retail Stores
MNST,56686505692,Consumer Staples,Beverages (Production/Distribution)
MNTK,324750662,Utilities,Natural Gas Distribution
MNTS,9269060,Industrials,Military/Government/Technical
MNTSW,88868,Industrials,Military/Government/Technical
MNY,26974854,Consumer Discretionary,Business Services
MNYWW,1445081,Consumer Discretionary,Business Services
MO,95285690087,Health Care, Medicinal Chemicals and Botanical Products 
MOB,13117855,Industrials,Aerospace
MOBBW,927619715,Industrials,Aerospace
MOBX,29046981,Technology,Semiconductors
MOD,4393083440,Consumer Discretionary,Auto Parts:O.E.M.
MODD,37412002,Health Care,Medical/Dental Instruments
MODG,1162732979,Consumer Discretionary,Recreational Games/Products/Toys
MODV,19645867,Consumer Discretionary,Transportation Services
MOFG,571391377,Finance,Major Banks
MOGO,21535360,Finance,Finance: Consumer Services
MOGU,16185542,Consumer Discretionary,Business Services
MOH,18874995000,Health Care,Medical Specialities
MOLN,150150713,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,1038985982,Technology,Computer Software: Prepackaged Software
MORN,11926138515,Finance,Investment Managers
MOS,7822060221,Industrials,Agricultural Chemicals
MOV,320849983,Consumer Discretionary,Consumer Specialties
MOVE,7031522,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MP,3891559187,Basic Materials,Metal Mining
MPA,0,Finance,Finance Companies
MPAA,176840910,Consumer Discretionary,Auto Parts:O.E.M.
MPB,490674524,Finance,Major Banks
MPC,41078715973,Energy,Integrated oil Companies
MPLX,49356547129,Energy,Natural Gas Distribution
MPTI,131322653,Technology,Industrial Machinery/Components
MPU,29337939,Consumer Discretionary,Diversified Commercial Services
MPV,168036945,Finance,Finance Companies
MPW,3219216000,Real Estate,Real Estate Investment Trusts
MPWR,26893033440,Technology,Semiconductors
MPX,294375493,Industrials,Marine Transportation
MQ,2007199837,Technology,Computer Software: Prepackaged Software
MQT,1401044952,Finance,Investment Bankers/Brokers/Service
MQY,1645312929,Finance,Investment Bankers/Brokers/Service
MRAM,110040994,Technology,Semiconductors
MRBK,154608309,Finance,Major Banks
MRC,890102749,Industrials,Industrial Machinery/Components
MRCC,155564321,Finance,Investment Managers
MRCY,2662376414,Technology,Electrical Products
MREO,294776653,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,3897877,Technology,EDP Services
MRK,2.06908E+11,Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,11458635,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,3906000,Consumer Discretionary,Other Consumer Services
MRNA,10289709440,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNO,689412995,Consumer Discretionary,Hotels/Resorts
MRNOW,15848575,Consumer Discretionary,Hotels/Resorts
MRP,3924322669,Finance,Real Estate
MRSN,37838075,Health Care,Biotechnology: Pharmaceutical Preparations
MRT,151145649,Consumer Discretionary,Rental/Leasing Companies
MRTN,1096504605,Industrials,Trucking Freight/Courier Services
MRUS,2733218954,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,493411613,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,52797456000,Technology,Semiconductors
MRX,2809526713,Finance,Investment Bankers/Brokers/Service
MS,1.80156E+11,Finance,Investment Bankers/Brokers/Service
MS^A,,,
MS^E,,,
MS^F,,,
MS^I,,,
MS^K,,,
MS^L,,,
MS^O,,,
MS^P,,,
MS^Q,,,
MSA,5635366282,Health Care,Industrial Specialties
MSAI,29991453,Technology,Electronic Components
MSAIW,1928022,Technology,Electronic Components
MSB,340989060,Industrials,Precious Metals
MSBI,352268443,Finance,Major Banks
MSBIP,501436794,Finance,Major Banks
